 Tweet	Class
بتحس مذيعات عم تنتقم بس تذيع النشرة سمّ و تسمسم خاصة بس تقول جبران باسيل	normal
صار الصغير يحكي سياسة   العقاب لوهاب وهاب قاتل ابو دياب 	normal
خدمات شو يا وئام شو مفتكر الشركتين كرم على درب ع قولة فيرا مثلاً انا لما بدي شرج بعمل اجرائات امنية م… 	normal
بق بق بقيييق    أصناف بكى يا لبنان لا تليق فلا تعليق 	normal
المشكلة انو دكتاتور حقو فرنك عديم الرؤية و الفهم وعاملي فيها خامس الخلفاء و مو شاطر غير بالهوبرة و الزعبرة و اللعي و رح يجيب اجل تركيا عاجلاً غير آجل و مع ذلك الشبيبة مغرمين فيه؛المصيبة انو الحج اردوغان هو نموذج ثلاثي الأبعاد للمقولة ا	abusive
لله لا يحرمنى هل طلي الله يحميك 	normal
انت خراس وخليك بمنشارك وهيدا اللي عم يحكي عالتويتر كمان يخرس	abusive
هل من المعقول لبنان وشعبه يرضى برئيس وزراء فعل به القحطاني ما فعل عن احتجازه هذه لبنان فوق الجميع 	normal
مجرد ظهور جبران باسيل في اي مؤتمر صحفي او حديث للإعلام في شأن لبناني او غيره يعطي انطباع بأن هناك تعقيد…	normal
نحن لا ننكر التاريخ صدام ارتكب خطأ كبير جداً ونحن اتخذنا… 	normal
شخبط شخابيط لخبط لخابيط مسك الألوان و رسم عالحيط عراية نانسي  	normal
من وين لوين والكاتوليك بيخلفوا زي الأرانب؟ 😂	hate
احلى هدف سجلته العدسات      	normal
صحيح يا صفيق 	abusive
ما حدا مرتد ولعين غيرك يا واطي 	abusive
وكم نتمى لو اقتدى عماد عثمان بضباط سابقين وحاليين من السلك العسكري وكان مثلهم صاحب مناقبية واخلاق عالية… 	normal
كذبك يا أيوب بدو علاج جبران باسيل	abusive
مابدنا حكومه مرتهنه لاحد نحن نريد حكومة حرة قلبا وقالبا 	normal
وقح	abusive
عدا عن جحاشة الأخ البلوشي ومعلوماته الخاطئة تماما عن الاشوريين والكلدان	abusive
لك يقطع عمرن اسم على مسمى	abusive
وقاحة يلي عم يكتب فرح لتحرير إخواننا الأكراد بعفرين من عصابات الـ هو إما جاهل، أو عنده حقد غير طبيعي للأكراد وبده يستفزهن حط بالخرج	normal
الرساله الأقوى التي جاءت من ثغر السيد حسن نصرالله	normal
كول هوا وانصرف من هون	abusive
البغل الخالد	abusive
مش بس مختل ، على ذمتى انه حشّاش كمان ، مع إحترامي للحشّاشين	abusive
ويل لهم اذا اوقظ النائم ،لا يعرفون ما الذي ينتظرهم ، كل سباط من قياس و ما فوق   	abusive
باسيل جبران وزير خارجية لبنان	normal
كتب الشاعر واﻷديب العراقي الكبير مظفر النواب هل تعرف من هي أو ماهي دمشق؟ ☝ شقيقة بغداد اللدودة ☝ ومصيدة بير… 	normal
نحن طائفة تعشق الحق والحرية ولا تُحكم بالدكتاتورية 	normal
اذا كان في حدا لازم يكون بالقنينة فهو انت 	normal
نبيه بري واحد كذاب لعوب ماسوني عّم يلعب فينا منذ ان سلمناه فكرتها انسان شريف بلنهاية طلع ماسوني عميل و…	abusive
الحاصباني باعتراف من يقدر عمل الوزراء هوي من افضلهمانت معيار تقييمك للناس بتقيسو بوزير متل سيزار بو خل…	normal
كول هوا انت كمان و لا قوي تحكي عليي	abusive
وقلت قولة حق 	normal
إن الأجواء التي اشاعها الرئيس نبيه برّي، لا سيما لجهة علاقته مع الرئيس ميشال عون و…	normal
هيدا المطلوب جادو لانو الوضع صار بدو لطم   	normal
ما ذال بتحب سورية بشار هل قد نقبر روح قعود هونيك وما تفرجينا صورت وجك 	abusive
أعلن المكتب الإعلامي لوزير الخارجية والمغتربين في حكومة تصريف الاعمال جبران باسيل في بيان، أنه تقدم بواسطة وكيله ا…	normal
يعني حمار وعارف أن الفلوس لسيدك حسن الزباله 	abusive
أمر عمليات اليوم جبران باسيل ينفذ اوامر الولايات المتحدة وإسرائيل ويريد تغيير عقيدة الجيش	normal
لا تحية ولا سلام لميشال عون على دوره ومساهمته بشق وحدة الصف الدرزي، ونقول له ولأمثاله نحن بالمرصاد لكل… 	normal
يا جبران باسيل انت شو دخلك بلموضوع الخليجي حتى تصرح بهيك تفاهة؟ افشلت القمة، افشلت العهد، افشلت البلد	normal
احلى متوالي 😉	normal
كلامك يديمن بهل همة والنشاط 	normal
كول هوا ياللبناني،،،، انفضحت الله يفضح كل الكلاب اللي مثلك	abusive
شو موعيك ؟ عم تصلي الفجر ؟ 	normal
تضرب بالحزاء وتلعق حزاء الحريري فعلا خقير 	abusive
ما خصك ما دخلك افرنقع        	abusive
مهرج، كذاب، منافق، راقص فوق الجثث، مرتهن، عبد مملوك، لا ارادة لك ولا كلمة، حتى كل الصفات البشعة صارت تس… 	abusive
العمى الضربو حرامي حقو فرنك	abusive
قال الفصعون بدو يفطر بالقدس لك يا عمو خلينا نفطر ب حلب بالاول بعدين نتحاكى	abusive
اللي بيوقف ورا المراسلين و بيقول باي للكاميرا و بيتلفن لأمه تتشوفو عالتلفزيون جايي يتفلسف و يترجملي تصريحات جبر…	normal
مترجم فاشل و له ذنب 	abusive
والله يا معالي الوزير متل ما أكيد مبسوطين وعم نهلل لانجاز وزير العدل وللعهد بمباراة كاتبي العدل منتمنى… 	normal
طيب بشار الاسد بتدعمه حزب الله والامارات بتدعم بشار الاسد من بدايه الازمه فسر لي الموضوع 	normal
انت حمار ولا عم تستحمر	abusive
نحن أبناء الإمام المغيب السيد موسى الصدر لا نقبل ولا نسمح أن يبقى وزير الخارجية اللبنانية جبران باسيل بإطلاق شعارات انه من ح…	normal
الله يمهل ولا يهمل 	normal
حلمت اني تجوزت شبيهة نسرين طافش خير اللهم اجعله خير	normal
قوم فوت نام 	normal
انا الموقع ادناه ومن موقعي هذا اصرّح بأنني لست مسؤول عن عدم مشاركة الرؤساء الى القمه لا من قريب ولا من بعيد	normal
ولو يا د فياض ما تترك حقدك على جبران باسيل يضيع موضوعيتك  	abusive
لوسيل إشادة بمساهمة قطر لدعم إنشاء صندوق عربي للاستثمار في التكنولوجيا دعوة المجتمع الدولي لتحمل مسؤولياته تجاه اللجوء…	normal
لوما عنا مشكلة العَفَن الطائفي بمخوخنا كنا منلاقي قانون انتخاب ع غوغل 	normal
كما عدودتنا قاىدنا الغالي على الشجاعة وقول كلمة الحق ،خافوا منك ومن كلامك عنهم وكشفهم لسرقة البلد والماف… 	normal
المقارنة بين جبران باسيل والدكتور سمير جعجع لا تجوز،الاول ناشئ في السياسة وا…	normal
روق يا وءام، يا وءام روق أبقاش تخبّص بالحكي، ركِّز يا أخي و اشرب متّي 	normal
كيف بتبهدل حالك ب حركات؟؟جيب جبران باسيل، وعملو وزير الخارجية، ويطلع يتحفنا بأفكاره دولياً مش بس محلياً   ♀ …	normal
الطائفه الموحدين الدروز هناك شيخ عقل واحد وهو الشيخ نعيم حسن وزعيم الجبل وليد بيك جنبلاط  ✌   ✌   	normal
يلا ضبوا تويتات مقابلة جبران باسيل و نزلولنا تويتات التضامن مع الرفيق مادورو	normal
روح تعالج يا حمار انت 	abusive
متابعةً لزيارة الوزير جبران باسيل الى وارسو، عقدنا هذا الصباح إجتماع عمل بمعية مدير عام وزارة الزراعة أ لويس لحود وحضور السفير…	normal
يخدك وياخدو بشي صندوق على سوريا 	abusive
بس اسمع تصريحات جبران باسيل     اسرائيل شر مطلق	normal
صباح الخير يلعن ترامب	abusive
يعلن معهد جبران باسيل للعلوم المالية عن بدء دورات مالية اختصاص إدارة الدولة من دون ميزانية الوظيفة مؤمنة في امريكا وبريطانيا	normal
اين هو العهد القوي من هذه المهزلة بوق مأجور 	abusive
ما بدا كل هالقد عزيزاتي، كل ما في الأمر انو هو قانون الإنتخاب الجديد عويص والنسوان بشكل عام ما عندن إلمام بشؤون السياسة قد الرجال متل بالفوتبول مثلاً يعني لو نكّتت عن رجال عم يحكوا عن الطبخ كان مشي الحال مثلاً؟ 😎	hate
عندما سئل ابو الغيط عن امكانية عودة عصابة سفاح الشام الى الجامعة العبرية أجابهم اسألوا جبران باسيل كلبها في بيروت	abusive
جبران باسيل قال ان لبنان سيلعب دور رئيسا في اعادة الاعمار في الدول العربية عندما يخرج رأسه من زبالة بيروت يستطيع…	abusive
شعب معوّد يحضر ال بدّو يفهم شو حكي جبران باسيل عل ؟؟ مازال أخدتن ساعة حتى ترجموا شو قال وعملوا ردّة فعل وترجموا…	normal
وانا بقترح تروح عند حكيم بيطري لان الظاهر انك موجوع كتير    	abusive
وقت عدوان تموز تذكر كلمات ش ك را ق ط ر بكفي عمرولك جسر لتطلع ع الجاهلية هههههههه والله شي بضحك 	normal
فعلا اصبحنا في زمن دوار 	normal
بدل ما نجيب لكل وزارة وزير حسب إختصاصه منجيبهن حسب طوايفن وأحزابن هَبَل يهبلنا	normal
والدليل اخوة ناجحين ماشالله عليهم بدهم يعملوا نقابة بالبيت 	normal
بعرف مغرد واقف ل نوال بري بالمرصاد على كل تغريدة او صورة بتنزلها	normal
اللعبة التي يمارسها جبران باسيل لحجز مقعده في الانتخابات الرئاسية منذ الآن لا تجدي نفعاً لأن مجلس النواب سيتغيّر وم…	normal
مياومو الاعلام غادة عيد بس يطل الملك جبران باسيل بتركضي بتفتحي الباب وبتوطي راسك بالأرض وما تنطري بخشيش منو لان ما بيد…	hate
نحتاج الى نفوس جديده 	normal
سكربينة عنصرية حقها فرنك فوتي حسابها و شوفي؛بس خدي حب حموضة و مراجعة قبل ما تدخلي	abusive
كلامي ان حزب الله الحامي الوحيد للبنان معناه ان في لبنان ما… 	normal
دعلي، انت مدان باعتذار شديد للشعب الخليجي عامة وشعب المملكة والإمارات بشكل خاصمن أين اتيت… 	normal
سليمان فرنجية ممكن اسمه مطروح اكتر شي بس ما كتير عم يشتغل بهالايام وشامل روكز يمكن افضل بس كمان تعبنا م…	normal
وهاب بعد زيارته الغريب لقاء خلدة مهمته داخلية درزية وليس موجهاً ضد أحد 	normal
كيف لقضاء يترأسه من يترأس عثمان ان يحاسبه الفساد مغطيهم 	normal
مركز البحوث اللي اتدمر لإلنا مو للنظام لازم نزعل انه اتدمر منين رح نجيب اجهزة وابحاث بس تخلص الحرب هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه اخ يا خواصري خخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخ	normal
اقول انت مسكين ويمكن نايم امس من شرب الخمر اخبرك انه امس إسرائيل قصفت دمشق ومطارها تضرر 	normal
وئام وهاب عميل مأجور عند نظام الاسد انت ومن معك طائفة الموحدين براء منك ومن افعالك بدي قلك شي وخليهم بر… 	abusive
ﺍﻟﺘﻘﻰ ﺍﻟﻮﺯﻳﺮ ﺟﺒﺮﺍﻥ ﺑﺎﺳﻴﻞ ﻓﻲ ﺩﺍﻓﻮﺱ ﺍﻟﻤﺒﻌﻮﺙ ﺍﻟﺨﺎﺹ ﻟﻸﻣﻢ ﺍﻟﻤﺘﺤﺪﺓ ﻓﻲ ﺳﻮﺭﻳﺎ	normal
قوم شخ على قبر القائد الخالد بلا مؤاخزة	abusive
لاي حضرتك ما بتتعاطى سياسة؟؟او فنان؟الله يشفيك 	normal
ناقصين بشهاده ومن دون شهاده حاج تقدر مراجل على الفاضي 	normal
عمرو أديب يمسح بالطفل المعجزة جبران باسيل الأرض ويخلي الي مايشتري يتفرج	abusive
الهدف ليس جبران باسيل الهدف هو التفاهم بين التيار وحزب الله	normal
معالي الوزير انتا مش مشكلتك مع قطر مشكلتك مع ايا رءيس او امير بيجي عل قمه لانو مابدك تنجح لقمه بيين انك مع فريق لي ضدد القمه 	normal
يجب أن تعمم صحيح   	normal
مسكين يا لبنان 	normal
يوم بعد يوم تؤكد للكثير انك حاقد مأجور قطشة روح نام	abusive
اجل مبسوط      باذن الله تنجب قريباً 	normal
اقترح انك تاكل شي صحن خرى افضل ما تسمعنا تويتاتك 	abusive
وهل هناك زمن أحط وأتفه من هذا الزمن، تباً وتعساً لدولة ما لها غير اسمها، ولصوصها 	abusive
يللي عم قوله هو نوع من التهكّم يا بهلة بس شو بدّي أعمل اذا راسك محدود؟	abusive
رح يضل جبران باسيل كابوسكن يا مياومو الإعلام ورح يبني دولة الحقيقة وتفوتوا عالسجن	normal
وضح مين هني الشركات ومين أصحابها ؟ 	normal
لنصل الى دولة يحكمها القانون والعدالة يجب رفع الغطاء عن الفاسدين 	normal
ما حدا غيرك أمير الإرهاب والمجرم السفاح طز بهيك بلد خلف امتالك يا حمار 	hate
إلى شركائنا في الوطن من المرده إلى حركة أمل إلى القوات إلى الكتائب إلى الاشتراكي إلى فلنتفق على نقطة عدونا المو…	normal
معالي الوزير إن لبنان لن تقوم له قائمة ، هذا ما قاله احد اكبر العرفاء بالشؤون السياسية عام … 	normal
شوف أسماء المقبولين وتاريخ الولادة سنة   	normal
هيك بتبلّش نهارك بالسجال    ♀  ونعم المسؤولية ما بتعرف تكون ايجابي شي مرّة 	normal
النسوية هلأ صار بدها تمثيل حسب الكفاءات أما بغير مطارح بتطالب بـ وبحصص لما يكونوا النسوانات قليل التمثيل تبعهن مشان يدحشوهن بكل مطرح غصب 😂	hate
علاء خواجا أو اللواء عثمان تغريدات تدل على إفلاسك من المضمون وعلى غِناك من السخافة 	abusive
يجب ان لا يستلموا معونة قطر 	normal
كله بيشبه كله مين بدو يحاكم مين ما في الا؟سلطة الشعب 	normal
نريد وطن ولاء شعبه وحكامه ومسؤوليه للوطن نريد وطن يعيد لابنائه امواله المنهوبة انا لتشريع قانون استعادة … 	normal
عليك التأكيد بعدم وجود ترخيص وأين ابناء المنطقة مع الاسف بالنبطية حجة كرمال خيمة قرميد سجنوها 	normal
يلعن الأسد 💚	abusive
كفاكم هبل أيها السادة الجنبلاطيين لا أوامر من حزب البعث ولا من النظام الأسدي لو فيكم… 	hate
كذلك نرى الوئام هو ليس حيادياً او موارباً هومع التحت مع الفقراء والبسطاء الذين يكونون دائماً عند خط الواجب ال… 	normal
معلمي ما عند معلم وولا واحد منهم بيعنيني بس العاهرة يلي انت دافعت عنو بكفي انوا جبان ومتخ… 	abusive
مياومو الإعلام وشائعاتكم ما رح تغبروا عل صرماية الوزير الملك جبران باسيل يلي بتشرف إعلامكم وأصحاب محطاتكم المأجورين للخارج تفه	hate
كيف كل زمن وإله أتباعه الزقيفة بإيام الإحتلال السوري للبنان، كان أشهرهم ناصر قنديل زال الوجود العسكري وتبخ… 	normal
من وين لوين شقفت لحام عملتو شيخ عقل يا ابو الصرامي وللا كل شي عندكن تزوير ونفاق 	abusive
مرقت عمخيلتك كلمة متل خراس  	abusive
اكيد مهضوم ومحترم	normal
ولك دخيلو المعصّب ههههه	normal
والك عين تدافع عن روسيا وهيي عم تعترف انو كل طلعة لأسرائيل عندا علم فيها ، ولشو وجود الروس اذا مش جايين يدافعو عن الشعب والقيادة السورية ، هيدا دليل انو الروس واسرائيل واميركا هني ب ، تفضلوا ردوا يا روس ع إسرائيل ووين الدفاعات الجوية لي	normal
والله خرجوا بيساهل 	normal
قبل ما تحكي هالحكي شوفو الشعب اللبناني يلي عم بيموت قدام المستشفيات ويلي مش قادرين ندفع لنعيش ولا ناكل… 	normal
يا لقيط يا ابن الزانية فيك تسد بوزك و هيك قمة بدها هيك مستوى نمسح فيهن الارض لكلن الدول العربية و ما حت… 	abusive
صفقات البلديات ما فهمت والله شو بتقصد، بتقصد صفقة مارسيلينو الحرك مع جبران باسيل ببل…	normal
طيب خراس	abusive
عندما يذوب التلج يبان المرج واذا ناطر عثمان ليضع الاصفاد منقلك نطور يا كديش ليطلع الحشيش 	abusive
هيدا جبران باسيل	normal
كول هوا وخلينا نركز مع الطيب وخليك بصيدك عالتلج عبيط واهبل وزيمبواي	abusive
استرجاع المال المسروق من النواب والزعماء ودكّهم بالحبس الحل الوحيد لهالبلد وبيصير عنّا وطن جديد وشعب جديد 	normal
يلعن روحه	abusive
التاريخ يعيد نفسه ،هذا هو اديب الشيشكلي الذي قتل و ذبح و هجر و حارب الدروز في سوريا في صورة واحدة في لقاء حميم مع مجيد ارسل… 	normal
وئومي دخلك ما علقت عالمنظر الميليشيوي يلي صار قدام بيت حسن يعقوب يا شريف يا عفيف فينا نعرف ليش؟؟؟؟ 	normal
عودوا الى حلقة الجديد مع اصحاب الحقوق في الوسط التجاري تفهمون الخدمة للناس 	normal
مرحبا انا بكل فخر لبنانية وبحب لبنان ما عم افهم ليش كلكم ما عاجبكم معالي الوزير جبران باسيل ليش عم يحكي…	normal
عاجل جبران باسيل نخص بالشكر أمير قطر الذي كسر الحصار المفروض على بلاده ووصل إلى بيروت	normal
لفتت قنا الى ان الرئيس عون اعرب في بداية الاتصال عن شكره وتقديره لامير قطر على مشاركته في ​القمة الع… 	normal
انت حمار يا مارتن ولا بتستحمر؟	abusive
اسرائيل عدو قبل موسى الصدر وقبل امل…	normal
شو هالخره انت تضرب فيك وبي يلي بشد عا مشدك واحد محتال حقق ليره 	abusive
لي بيعرفني بيعرف إنه هالجملة قايلها ألف مرة بكتير مناقشات، وهلأ قالها السيّد	normal
هي انت عم تشغل مرتك بدعاره وعم تحطها وديعه لقيس الغزعلي الصور رح نرفقها لقيس مع مرتك يا وئام وهاب الديوث 	hate
لبنان علّم العالم كيف منتيّس ع وزير بالزايد حتى لو فرط البلد	normal
الوزير باسيل غياب سوريا خسارة علينا	normal
عم بتخايل سليمان فرنجية قال نفس جملة جبران باسيل ، عليم الله اللحيسة كانوا عم يسرحوا ويمرحوا بالتايم لاين ، يا حرام كيف…	normal
عثمان وامثاله يفقدون ثقة اللبنانيين بالأجهزة الأمنية ودورها في الحفاظ على سلامة المواطنين وامنهم 	normal
يا عيب الشوم عليك	abusive
بعد صدور القرار الاميركي بمعاقبة داعمي الاسد في اعادة الإعمار ، أنباء عن انعقاد مؤتمر لاعادة إعمار سوريا في العاصمة اليمني…	normal
خلص ولوووو بتلعي النفس ولك ستي ما بتنق وبتحكي قدك متل نسوان الفرن العقاب لوهاب وهاب قاتل ابو دياب 	hate
يا حبيبنا استاذ وئام هيدي الوديعه لجياب الحرميه يلي عنا وما حدا عم يردعن ولا حدا قادر يحاسبن بقى متل ما طار ال ملي… 	normal
شتقنا يا معالي الوزير تكون الصوت العالي للدفاع عن العهد ومن يمثل العهد بعدو صوتك بأذهان الناس  ❤  	normal
او حمار يشنهق ما فيك تقتلن خليهن هيك 	abusive
ما هذه السذاجة معاليك؟؟؟ 	normal
فيك تشرحلنا يا سندباد شو قدم الشخسعد للبلد من وقت ما هل هلالو عالساحة السياسية غير إنو كان… 	normal
اهلي وان جاروا علي كرام 	normal
شكلك موظفه في بارات الدوحة او قواده لان مستعربين الشمال وخصوصا اللبنانيين مايملكون غير هالمواهب 	abusive
من وقت خدمة واتس آب ، و مردود شركات الاتصالات تراجعت في العالم كله، باستثناء تلك التي تحظر الواتس آب 	normal
هذا في أحلام أمثالك 	normal
ارى ان الوطن لا يحتاج الى نوعية زعماء جديدة مثلكم 	normal
بعد مقابلة الوزير جبران باسيل على تي في	normal
اكيد كلهم عاهرات وفاسدين 	hate
لا تناقش السفهاء فيستدرجونك إلى مستواهم ثم يغلبونك بخبرتهم في النقاش السفيه 	normal
قيادي في التيار الوطني الحر صديق وديع عقل و مقرب من جبران باسيل	normal
كول هوا احلى شي	abusive
احترم حالك يا شيخ والله وطات من قيمتك صرت مسخرة ودعوسة بين اجرين وأهالي الجاهلية عيب اذا ما بتعرف العيب… 	abusive
معالي الوزير وئام وهاب لا يحق لك أن تشتم قطر و شعبها و أميرها فهذه الدولة العربية الشقيقة هي حرة في خياراتها السياس… 	normal
يا زلمة كمية القرف باخبار جبهة الخرا وفتح الشوئسمو ما بيقرفوا ما حسو حالهم اديش حمير ومتخلفين ومن القرون الوسطي وانو خربو عحالهم وعغيرهم	hate
مش دفاعا عنه ولكن ليس بيده دماء أبرياء بينما اكثر زعماء لبنان مجرمين حرب سابقين و لص… 	normal
قوية أستاذ وهاب ، بتشبه قصة مكافحة الفساد في لبنان ،،،،، شوي 	normal
اتمنى من الدوله بعد ان صف الجرذ جبران باسيل اللبناني وزير خارجية لبنان بصف دويلة قطر ووصف المقاطعه بالحصاار ان يتم ترحيل اللبن…	hate
بتصور انو في قيادة حكيمة لحزب الله على رأسها سماحة السيد	normal
وئام وهاب وصرمايتي سوا 	abusive
شخسعد يا عمي ريحنا من قرفك 	abusive
يا لك من عاهرة يا وهاب اللعنة عليك يا ساقطة 	abusive
والسعودية ؟؟؟؟؟بيرمو ورود في اليمن مثلا 	normal
مثل القطط تأكل وتنكر 	normal
بتقعد معي بالكافيه نص ساعة إيد عالأرغيلة وإيد عالوتساب وبتقلي ليش ساكت؟ 😎 	normal
كلامك انسان متل هيدا ما في محل الو غير الحبس هوي و امثالهسلطتو ولت 	normal
حسب معرفتي بالوزير جبران باسيل ، انا على يقين بانه يقوم بأي شيء يخدم مصلحة لبنان بما في ذلك زيارة سوريا اذا اقتضى الامر خ…	normal
كان زهايمر ياتي في عمر متأخر بس ها الزمن بلش الزهايمر من عندك للعمر متأخر محتاج الى حكيم نفساني ليعالج هواجس عقلك 	abusive
وئام وهاب هذا الشخص سبق ان تهجم ع السعوديه ومعروف انه بوق لحزب الله وعلى فكره تراه مطلوب لد… 	normal
شو هم الكبار من حكي الصغار الوزير الملك جبران باسيل أنت كبير وبتضلك كبير لأنك إنسان شهم ومتواضع وسوبر شغيل…	normal
جبران باسيل عم ينغل نغل بين المؤتمرات وبين مساعي ومفاوضات تشكيل الحكومة وبين الإجتماعات واللقاءات الحزبية،	normal
لو في دولة ما كان حدا فيكون من كل الطبقة السياسية الحاكمة الجربانة كنتو كلكم عّم تتعشوا حلاوة وسكر بالحبس 	hate
نرجوا من جميع محبين الدوله واللواء عثمان عدم الرد على هذا الموتور حتى لا يعطى قيمة اكبر من حجمه وشكراً 	normal
وزير مالية وجو بيقطع الرزق	abusive
نشرتكم مقابلة لوزير الخارجية اللبناني جبران باسيل مع سي أن أن تثير الجدل على منصات التواصل ما السبب؟	normal
هرب قد ما هوي جبان 	abusive
هيدا جبران باسيل	normal
انت ك* امك عامو للغريب وعلى ام كل درزي معك لان الدروز منك براء يا مفتن يا وغد يا ابن الزنا يا عرس انت… 	abusive
يا قرة العين،السادة الأفاضل شبيحة و حاضنة و أحذية النظام ما عم يشتكوا من السيد الرئيس،الجماعة عم يشتكوا للسيد الرئيس،بقى بلاها تحليلاتك المعمقة عن التململ ضمن البيئة الحاضنة للنظام من النظام و قوم اشربلك كاسة حليب و نام ريتو صحتين على قلبك إلهي منحبك القيادة الحكيمة	abusive
وأنت اضحكتني والله هاهاهاها هيء هيء هيء       ومع انو مش قاريك ولا سامع فيك بس عاملك قلق الشيخ سعد وم… 	normal
فشرتو يا عهار سيذهب بجنازة الطاغي والدعس على قبره النتن 	hate
شوفتك مبسوط ب الكلام عن العماد عثمان والحريري وغيرن متل شي ولد صغير حاطت عينو ب صندوق الفرجه وما عم يت… 	normal
للاسف انك من هلبلد وزير الطبل 	abusive
الله محيي أصلك يا استاذ وئام 	normal
فيكن تمرقوا ع جسر الكولا بس جرّبوا ما تنطنطوا عليه	normal
الحق يقال القمة قمة جبران باسيل وبس رجل كل المراحل رجل اكبر من القمة ومن حضر	normal
يا سبحان الله اللي يسمعك النهارده 
